Second,Millisecond,Depth,Rate (CPM),Release Velocity (MM/S),Valid/Invalid
1195,783,2.426,125,218,Valid
1196,255,2.576,125,268,Valid
1196,727,2.753,129,241,Valid
1197,191,2.758,127,263,Valid
1197,679,2.88,122,286,Valid
1198,151,2.921,129,234,Valid
1198,631,2.791,127,227,Valid
1199,103,2.708,129,184,Valid
1199,543,2.728,129,232,Valid
1200,23,2.807,129,233,Valid
1200,503,2.733,122,219,Valid
1200,967,2.591,133,187,Valid
1201,423,2.583,129,201,Valid
1201,911,2.52,122,207,Valid
1202,359,2.626,133,230,Valid
1202,823,2.578,129,206,Valid
1203,319,2.413,122,158,Valid
1203,775,2.428,127,229,Valid
1204,272,2.471,120,205,Valid
1204,744,2.436,129,217,Valid
1205,208,2.527,127,224,Valid
1205,696,2.327,129,118,Valid
1206,136,2.278,131,179,Valid
1206,592,2.2,133,142,Valid
1207,40,2.113,133,135,Valid
1207,488,2.075,133,142,Valid
1207,960,1.951,129,142,Valid
1208,424,2.065,122,164,Valid
1208,904,2.08,125,188,Valid
1209,408,2.002,119,153,Valid
1209,888,2.027,127,159,Valid
1210,336,2.162,131,202,Valid
1210,840,1.946,131,9,Valid
1211,240,1.877,138,126,Valid
1211,704,1.981,125,156,Valid
1212,160,1.9,133,137,Valid
1212,640,1.765,129,64,Valid
1213,80,1.727,133,126,Valid
1213,609,1.633,131,13,Valid
1213,961,1.615,136,137,Valid
1220,153,3.068,,309,Valid
1220,617,3.294,127,327,Valid
1221,65,2.979,136,272,Valid
1221,553,2.921,125,244,Valid
1222,33,3.002,127,247,Valid
1222,466,3.056,131,281,Valid
1222,914,2.984,136,279,Valid
1223,370,2.779,131,259,Valid
1223,842,2.769,129,263,Valid
1224,290,2.7,136,237,Valid
1224,746,2.969,129,287,Valid
1225,210,3.089,131,274,Valid
1225,682,2.86,133,164,Valid
1226,162,2.583,131,0,Valid
1226,578,2.621,129,218,Valid
1227,34,2.631,133,209,Valid
1227,522,2.423,129,62,Valid
1227,954,2.41,129,224,Valid
1228,442,2.375,127,179,Valid
1228,890,2.57,125,257,Valid
1229,370,2.596,129,214,Valid
1229,834,2.609,127,237,Valid
1230,298,2.725,129,253,Valid
1230,786,2.446,129,166,Valid
1231,234,2.309,136,102,Valid
1231,675,2.22,131,168,Valid
1232,155,2.202,122,185,Valid
1232,643,2.04,127,116,Valid
1233,115,1.961,125,134,Valid
1233,619,1.722,131,59,Valid
1234,43,1.687,133,76,Valid
1234,483,1.74,133,98,Valid
1234,955,1.816,127,106,Valid
1235,395,1.842,131,141,Valid
1235,843,2.057,131,192,Valid
1236,291,2.291,131,224,Valid
1236,763,2.289,131,174,Valid
1237,227,2.332,127,221,Valid
1237,715,2.273,125,183,Valid
1238,163,2.41,127,223,Valid
1238,619,2.418,131,232,Valid
1239,99,2.291,131,181,Valid
1239,555,2.123,136,104,Valid
1239,995,2.106,131,151,Valid
1240,452,2.268,127,230,Valid
1240,940,2.126,127,148,Valid
1241,412,2.032,129,124,Valid
1241,868,2.004,131,137,Valid
1242,324,2.055,127,183,Valid
1242,780,2.075,131,179,Valid
1243,252,2.019,129,154,Valid
1243,724,2.009,127,129,Valid
1244,180,1.966,129,155,Valid
1244,708,1.742,129,0,Valid
1245,172,1.572,129,0,Valid
1245,636,1.425,129,10,Valid
1250,965,1.994,131,170,Valid
1251,413,2.027,159,220,Valid
1251,901,2.901,104,275,Valid
1252,349,2.222,131,252,Valid
1253,301,2.289,64,158,Valid
1253,733,2.413,129,216,Valid
1254,229,2.169,125,208,Valid
