Second,Millisecond,Depth,Rate (CPM),Release Velocity (MM/S),Valid/Invalid
64,332,2.174,122,49,Valid
64,732,2.418,133,135,Valid
65,212,2.311,131,127,Valid
65,684,2.565,127,150,Valid
66,180,2.896,120,154,Valid
66,644,2.875,127,136,Valid
67,60,2.896,141,140,Valid
67,588,2.446,129,82,Valid
68,28,2.329,127,102,Valid
68,436,2.296,133,112,Valid
68,884,2.479,129,163,Valid
69,764,2.146,74,10,Valid
70,133,2.309,141,146,Valid
70,629,2.372,127,130,Valid
71,69,2.355,133,138,Valid
73,781,2.944,,185,Valid
74,269,2.659,141,75,Valid
74,757,3.569,111,161,Valid
75,181,3.297,141,181,Valid
75,661,3.246,127,178,Valid
76,629,3.084,60,114,Valid
77,93,3.172,129,133,Valid
77,597,3.5,120,181,Valid
78,93,3.426,120,192,Valid
78,605,3.404,117,164,Valid
79,101,3.157,120,137,Valid
79,606,2.812,125,103,Valid
80,70,2.662,127,138,Valid
80,534,2.733,122,119,Valid
81,54,2.713,119,128,Valid
81,582,2.962,111,166,Valid
82,86,2.786,117,130,Valid
82,606,2.814,120,121,Valid
83,86,2.758,122,121,Valid
83,590,2.659,119,115,Valid
84,78,2.731,120,141,Valid
84,590,2.614,120,118,Valid
85,102,2.41,117,110,Valid
85,598,2.357,117,120,Valid
86,110,2.502,117,126,Valid
86,622,2.418,115,113,Valid
87,134,2.385,120,125,Valid
87,614,2.573,122,132,Valid
88,127,2.543,119,111,Valid
88,647,2.713,115,116,Valid
89,159,2.527,115,132,Valid
89,663,2.245,125,82,Valid
90,151,2.202,119,106,Valid
90,631,2.207,120,120,Valid
91,167,2.154,115,93,Valid
91,703,2.38,110,120,Valid
92,231,2.134,117,104,Valid
92,727,2.002,122,79,Valid
93,255,2.151,107,114,Valid
93,783,2.253,115,127,Valid
94,311,2.172,115,117,Valid
94,807,2.162,120,105,Valid
95,431,2.159,91,111,Valid
96,159,2.41,86,142,Valid
96,711,2.136,115,90,Valid
108,657,2.738,,197,Valid
109,225,2.781,110,88,Valid
109,737,3.124,110,130,Valid
110,273,3.269,117,163,Valid
110,801,3.015,105,172,Valid
111,369,2.875,111,123,Valid
111,945,2.535,104,103,Valid
112,481,2.621,108,97,Valid
113,1,2.515,113,114,Valid
113,537,2.492,110,121,Valid
114,97,2.311,107,124,Valid
114,658,2.443,108,120,Valid
115,193,2.624,110,129,Valid
115,761,2.525,110,115,Valid
116,306,2.657,105,137,Valid
116,906,2.662,102,126,Valid
117,450,2.446,113,100,Valid
117,970,2.545,111,103,Valid
118,522,2.294,111,99,Valid
119,74,2.446,105,126,Valid
119,634,2.38,107,113,Valid
120,218,2.431,101,125,Valid
120,746,2.53,117,132,Valid
121,242,2.629,119,128,Valid
121,754,2.555,119,104,Valid
122,282,2.731,113,134,Valid
122,818,2.601,111,131,Valid
123,362,2.57,108,109,Valid
123,882,2.659,117,119,Valid
124,410,2.565,113,129,Valid
124,938,2.393,113,108,Valid
125,475,2.545,107,131,Valid
126,27,2.565,111,135,Valid
126,571,2.322,113,94,Valid
127,91,2.375,111,106,Valid
127,611,2.449,115,126,Valid
128,123,2.565,119,110,Valid
128,643,2.461,113,119,Valid
129,203,2.893,107,152,Valid
129,739,2.791,111,134,Valid
130,291,2.713,110,123,Valid
130,843,2.677,105,125,Valid
131,427,2.746,102,128,Valid
131,987,2.649,107,120,Valid
132,555,2.616,107,127,Valid
133,91,2.423,111,111,Valid
133,651,2.365,107,94,Valid
134,228,2.555,108,119,Valid
134,788,2.261,102,114,Valid
135,380,1.864,108,38,Valid
137,684,2.769,52,113,Valid
138,180,2.713,120,127,Valid
138,692,2.507,113,133,Valid
139,228,2.451,117,125,Valid
139,764,2.403,113,109,Valid
140,292,2.413,115,104,Valid
140,812,2.38,111,98,Valid
141,348,2.449,115,108,Valid
141,884,2.441,110,134,Valid
142,420,2.296,117,89,Valid
142,964,2.474,102,124,Valid
143,516,2.629,110,133,Valid
144,68,2.57,111,115,Valid
144,629,2.464,104,143,Valid
145,165,2.454,115,94,Valid
145,701,2.55,110,120,Valid
146,253,2.431,107,119,Valid
146,805,2.217,111,113,Valid
147,341,2.179,110,87,Valid
147,869,2.258,111,92,Valid
148,437,2.235,105,116,Valid
148,973,2.243,117,97,Valid
149,485,2.319,113,109,Valid
150,29,2.454,110,128,Valid
150,565,2.319,113,109,Valid
151,125,2.586,105,113,Valid
151,645,2.642,113,137,Valid
152,181,2.494,113,123,Valid
152,717,2.263,115,97,Valid
153,254,2.337,108,111,Valid
153,798,2.357,108,112,Valid
154,366,2.377,107,119,Valid
154,910,2.372,108,129,Valid
155,478,2.479,104,123,Valid
156,6,2.388,119,97,Valid
156,510,2.253,122,54,Valid
157,62,2.283,102,109,Valid
157,614,2.225,110,114,Valid
158,142,2.235,113,94,Valid
158,686,2.245,108,83,Valid
159,198,2.306,117,108,Valid
159,758,2.197,107,100,Valid
160,310,2.225,108,99,Valid
160,846,2.113,113,85,Valid
161,374,1.986,113,87,Valid
161,910,1.941,113,75,Valid
162,415,1.933,119,82,Valid
162,999,2.233,100,133,Valid
168,727,2.535,,93,Valid
169,215,2.802,127,123,Valid
169,679,2.969,127,142,Valid
170,151,3.091,119,178,Valid
170,647,3.452,125,164,Valid
171,119,3.307,133,133,Valid
171,600,3.132,120,124,Valid
172,96,2.913,117,114,Valid
172,592,3.48,122,173,Valid
173,72,3.366,127,128,Valid
173,608,3.198,117,117,Valid
174,56,3.139,131,118,Valid
174,560,2.858,120,117,Valid
175,32,3.137,122,139,Valid
175,528,3.03,120,134,Valid
176,24,3.127,122,103,Valid
176,504,3.101,125,121,Valid
177,0,3.129,120,107,Valid
177,496,3.198,117,137,Valid
177,976,3.305,127,144,Valid
178,488,3.058,122,128,Valid
178,928,3.216,129,126,Valid
179,408,3.338,120,127,Valid
179,904,2.799,133,95,Valid
180,424,2.629,111,126,Valid
180,920,2.464,125,86,Valid
181,369,2.586,125,101,Valid
181,857,2.672,122,117,Valid
182,337,2.657,122,122,Valid
182,817,2.86,125,138,Valid
183,329,3.2,122,123,Valid
183,809,3.297,120,142,Valid
184,305,3.236,122,101,Valid
184,817,3.119,117,92,Valid
185,289,3.294,122,150,Valid
185,793,2.992,131,83,Valid
186,289,2.703,117,88,Valid
186,753,2.858,120,99,Valid
187,241,2.667,131,96,Valid
187,697,2.779,122,137,Valid
188,177,2.85,127,117,Valid
188,657,2.969,122,126,Valid
189,145,3.233,127,156,Valid
189,593,3.294,129,146,Valid
190,89,3.167,125,119,Valid
190,570,3.325,119,133,Valid
191,42,3.152,133,123,Valid
191,506,3.2,125,130,Valid
191,986,3.091,131,115,Valid
192,466,2.949,127,128,Valid
192,914,3.185,125,136,Valid
193,394,3.045,129,120,Valid
193,858,2.873,129,106,Valid
194,330,2.896,122,112,Valid
194,810,3.005,125,135,Valid
195,282,2.921,131,98,Valid
195,802,2.659,117,104,Valid
196,250,2.967,129,142,Valid
196,730,2.972,125,141,Valid
197,218,2.931,120,127,Valid
197,682,2.964,127,104,Valid
198,162,2.807,125,115,Valid
198,626,2.913,133,108,Valid
199,139,2.629,120,96,Valid
199,587,2.817,125,125,Valid
200,51,2.913,131,142,Valid
200,515,3.203,125,159,Valid
200,987,3.259,133,157,Valid
201,475,3.02,127,123,Valid
201,923,3.221,127,129,Valid
202,419,2.997,127,106,Valid
202,851,2.967,131,114,Valid
203,307,2.926,133,125,Valid
203,803,3.007,120,152,Valid
204,259,3.289,127,119,Valid
204,739,2.929,138,120,Valid
205,195,2.606,133,116,Valid
205,587,2.578,136,113,Valid
206,59,2.545,133,125,Valid
206,483,2.626,133,125,Valid
206,955,2.532,136,108,Valid
207,419,2.522,125,114,Valid
207,859,2.733,131,115,Valid
208,324,2.672,136,107,Valid
208,812,2.304,131,84,Valid
209,212,2.319,141,73,Valid
209,676,1.986,127,74,Valid
210,92,1.928,147,69,Valid
212,572,3.795,57,112,Valid
213,76,4.252,120,201,Valid
213,524,3.551,122,219,Valid
214,76,2.929,125,113,Valid
214,556,3.005,119,126,Valid
215,44,3.442,119,165,Valid
215,556,3.713,117,189,Valid
216,60,3.292,122,149,Valid
216,556,3.132,119,120,Valid
217,68,3.071,113,144,Valid
217,588,2.908,120,113,Valid
218,60,2.644,125,129,Valid
218,589,2.995,115,125,Valid
219,77,3.023,117,151,Valid
219,597,2.824,125,99,Valid
220,85,2.807,117,122,Valid
220,637,3.223,110,153,Valid
221,141,3.221,115,166,Valid
221,677,2.972,117,123,Valid
222,197,3.256,111,147,Valid
222,717,3.317,111,175,Valid
223,237,3.256,117,138,Valid
223,741,3.216,119,137,Valid
224,269,2.99,115,117,Valid
224,789,3.254,117,146,Valid
225,293,3.231,115,164,Valid
225,805,3.429,117,171,Valid
226,309,3.086,122,125,Valid
226,797,3.15,120,143,Valid
227,270,3.005,127,119,Valid
227,758,2.835,122,125,Valid
228,222,2.804,131,108,Valid
228,710,2.814,120,112,Valid
229,198,3.025,117,140,Valid
229,662,2.957,136,136,Valid
230,110,2.926,133,150,Valid
230,550,2.832,138,144,Valid
231,966,2.217,43,93,Valid
232,798,2.824,68,139,Valid
233,238,3.063,133,160,Valid
233,718,3.165,125,176,Valid
234,198,2.949,127,157,Valid
234,662,3.03,131,162,Valid
235,126,3.028,131,133,Valid
235,566,3.15,131,195,Valid
236,94,2.764,122,92,Valid
236,575,3.2,115,180,Valid
237,63,3.279,125,196,Valid
237,559,3.391,120,179,Valid
238,71,3.231,115,164,Valid
238,551,3.16,129,141,Valid
239,39,3.434,119,205,Valid
239,503,3.142,136,154,Valid
239,943,3.033,136,114,Valid
240,383,3.162,131,160,Valid
240,847,3.508,125,187,Valid
241,311,3.35,136,177,Valid
241,759,3.175,138,141,Valid
242,159,3.211,147,192,Valid
242,583,3.251,138,146,Valid
242,999,3.175,147,173,Valid
243,415,2.852,147,133,Valid
243,815,2.858,147,139,Valid
244,247,2.926,136,146,Valid
244,655,3.01,147,179,Valid
245,87,3.056,138,169,Valid
245,520,3.106,138,179,Valid
245,928,3.002,147,155,Valid
246,416,3.165,120,157,Valid
246,864,3.307,133,175,Valid
247,304,3.495,129,202,Valid
247,824,3.035,131,79,Valid
248,256,2.807,129,144,Valid
248,688,2.738,147,113,Valid
249,632,3.985,61,247,Valid
250,152,3.282,125,146,Valid
250,664,2.819,125,0,Valid
251,56,3.317,122,137,Valid
251,512,3.325,131,184,Valid
252,32,3.312,119,191,Valid
252,504,3.15,131,157,Valid
253,0,3.246,117,164,Valid
253,464,3.223,127,189,Valid
253,976,3.012,120,137,Valid
254,456,3.327,120,173,Valid
254,928,3.183,129,155,Valid
255,409,2.972,129,155,Valid
255,873,2.949,127,153,Valid
256,337,2.995,127,151,Valid
256,777,2.896,138,136,Valid
257,265,2.954,120,137,Valid
257,713,3.058,131,168,Valid
258,193,2.812,131,138,Valid
258,673,2.822,122,118,Valid
259,121,3.045,127,173,Valid
259,625,2.929,122,152,Valid
260,105,2.738,129,127,Valid
260,585,2.598,127,106,Valid
261,49,2.883,122,146,Valid
261,513,3.084,127,177,Valid
262,9,3.139,125,168,Valid
262,505,3.246,120,180,Valid
262,985,2.931,131,105,Valid
263,417,3.094,129,179,Valid
263,913,2.995,125,128,Valid
264,362,2.979,129,172,Valid
264,834,2.631,138,70,Valid
265,242,2.639,133,137,Valid
265,674,2.588,144,128,Valid
266,114,2.527,133,113,Valid
266,538,2.799,136,168,Valid
267,34,2.548,131,98,Valid
267,434,2.68,138,148,Valid
267,866,2.586,144,132,Valid
275,555,2.129,,104,Valid
276,515,2.87,64,144,Valid
276,979,2.705,133,166,Valid
277,467,2.436,122,110,Valid
277,971,2.197,125,38,Valid
278,395,2.068,133,60,Valid
278,859,2.174,129,68,Valid
279,307,2.41,125,145,Valid
279,787,2.228,129,104,Valid
280,235,2.51,129,150,Valid
280,707,2.583,129,119,Valid
281,187,2.593,125,113,Valid
281,667,2.504,129,108,Valid
282,148,2.591,119,106,Valid
282,604,2.596,133,135,Valid
283,92,2.296,133,109,Valid
283,556,2.235,125,96,Valid
283,988,2.548,127,159,Valid
284,484,2.497,129,104,Valid
284,924,2.449,131,116,Valid
285,420,2.273,129,77,Valid
285,852,2.451,129,120,Valid
286,356,2.276,122,105,Valid
286,812,2.162,133,94,Valid
287,268,2.238,127,89,Valid
287,732,2.146,129,80,Valid
288,180,2.167,131,113,Valid
288,676,1.971,131,75,Valid
289,132,2.192,125,111,Valid
289,588,2.393,125,119,Valid
290,12,2.38,144,118,Valid
290,500,2.347,129,116,Valid
290,932,2.372,129,103,Valid
291,437,2.167,129,106,Valid
291,845,2.118,138,132,Valid
292,317,2.169,127,96,Valid
292,749,2.398,133,134,Valid
293,197,2.258,138,135,Valid
293,621,2.068,144,103,Valid
294,53,2.258,136,158,Valid
294,429,2.362,147,137,Valid
294,901,2.309,133,142,Valid
295,429,2.014,129,38,Valid
295,773,2.228,144,107,Valid
296,269,2.108,129,82,Valid
296,645,2.416,144,149,Valid
297,541,2.228,70,118,Valid
297,957,2.101,144,115,Valid
298,326,2.111,153,129,Valid
298,790,2.222,131,140,Valid
299,237,2.062,138,88,Valid
299,613,2.156,150,140,Valid
300,61,1.986,144,91,Valid
300,486,2.065,131,100,Valid
300,910,1.953,144,108,Valid
301,334,2.095,138,119,Valid
301,782,2.215,138,117,Valid
302,206,2.23,136,136,Valid
302,694,2.187,127,104,Valid
303,94,2.228,147,139,Valid
303,526,2.146,141,125,Valid
303,958,2.217,136,129,Valid
304,350,2.212,147,132,Valid
304,846,2.25,127,118,Valid
305,278,2.344,133,130,Valid
305,742,2.39,131,121,Valid
306,206,2.355,129,114,Valid
306,678,2.304,125,121,Valid
307,126,2.35,133,151,Valid
307,574,2.238,136,131,Valid
308,30,2.123,136,115,Valid
308,494,2.162,127,113,Valid
308,894,2.393,138,104,Valid
309,342,2.22,138,122,Valid
309,782,1.979,144,104,Valid
310,191,2.177,141,148,Valid
310,655,2.088,136,79,Valid
311,79,2.154,133,100,Valid
311,527,2.118,138,143,Valid
311,975,1.928,138,85,Valid
312,375,2.106,138,114,Valid
312,799,2.123,141,114,Valid
313,231,2.045,141,124,Valid
313,655,2.134,136,133,Valid
314,87,2.167,138,124,Valid
314,535,1.986,144,108,Valid
315,39,1.763,122,29,Valid
315,423,1.684,141,97,Valid
315,903,1.651,131,54,Valid
316,295,1.971,144,146,Valid
316,703,2.156,141,130,Valid
317,175,2.154,131,132,Valid
317,623,2.184,136,112,Valid
318,79,2.418,125,132,Valid
318,567,2.301,127,106,Valid
319,7,2.228,133,137,Valid
319,456,2.083,141,97,Valid
319,848,2.167,141,140,Valid
320,336,2.106,129,62,Valid
320,736,2.037,144,136,Valid
321,616,2.078,68,102,Valid
322,24,2.245,133,112,Valid
322,512,2.205,131,118,Valid
322,984,2.002,129,105,Valid
323,448,2.121,127,135,Valid
323,928,2.149,125,105,Valid
324,432,2.352,119,115,Valid
324,880,2.461,129,126,Valid
325,392,2.39,120,131,Valid
325,872,2.573,125,144,Valid
326,304,2.507,138,149,Valid
326,760,2.515,133,123,Valid
327,176,2.398,141,144,Valid
327,616,2.088,153,67,Valid
327,968,1.953,153,108,Valid
331,745,2.535,,126,Valid
332,209,2.639,127,105,Valid
332,753,3.317,110,171,Valid
333,201,2.929,133,168,Valid
333,713,2.578,120,137,Valid
334,185,2.497,122,103,Valid
334,649,2.751,122,127,Valid
335,129,2.794,127,133,Valid
335,633,2.865,122,153,Valid
336,129,2.769,120,130,Valid
336,625,2.675,122,126,Valid
337,113,2.624,125,107,Valid
337,618,2.568,115,130,Valid
338,130,2.685,115,136,Valid
338,642,2.662,119,138,Valid
339,130,2.802,120,135,Valid
339,626,2.781,125,109,Valid
340,106,2.809,120,141,Valid
340,594,3.061,122,173,Valid
341,106,2.913,119,144,Valid
341,626,2.344,125,65,Valid
342,90,2.426,120,109,Valid
342,570,2.703,120,129,Valid
343,42,2.639,129,134,Valid
343,530,2.492,127,116,Valid
344,10,2.479,122,125,Valid
344,498,2.441,122,104,Valid
344,986,2.418,122,105,Valid
345,466,2.573,122,124,Valid
345,938,2.67,129,145,Valid
346,419,2.657,125,128,Valid
346,891,2.586,129,112,Valid
347,379,2.393,122,96,Valid
347,859,2.568,119,120,Valid
348,339,2.543,127,124,Valid
348,811,2.446,129,117,Valid
349,283,2.532,127,116,Valid
349,771,2.659,120,131,Valid
350,251,2.581,125,123,Valid
350,715,2.55,131,109,Valid
351,179,2.586,127,131,Valid
351,659,2.578,125,113,Valid
352,131,2.626,125,132,Valid
352,611,2.477,127,106,Valid
353,99,2.57,122,134,Valid
353,571,2.619,125,148,Valid
354,83,2.634,120,121,Valid
354,555,2.913,120,149,Valid
355,35,2.875,127,162,Valid
355,516,2.875,122,161,Valid
356,12,2.855,125,140,Valid
356,492,2.728,125,139,Valid
356,980,2.903,119,162,Valid
357,468,2.741,125,169,Valid
357,988,2.634,117,150,Valid
358,476,2.733,120,130,Valid
358,956,2.837,122,159,Valid
359,436,2.982,122,182,Valid
359,948,3.162,120,168,Valid
360,500,3.592,111,199,Valid
360,972,2.962,131,193,Valid
361,516,2.443,117,0,Valid
361,964,2.621,115,99,Valid
362,460,2.771,120,144,Valid
362,956,2.797,122,152,Valid
363,460,2.601,115,170,Valid
363,956,2.621,127,146,Valid
364,444,2.687,122,123,Valid
364,924,2.845,122,136,Valid
365,389,2.71,131,113,Valid
365,893,2.586,120,109,Valid
366,381,2.619,117,128,Valid
366,869,2.441,131,82,Valid
367,333,2.479,125,141,Valid
367,797,2.405,131,141,Valid
368,269,2.466,120,141,Valid
368,749,2.461,131,114,Valid
369,213,2.705,122,165,Valid
369,693,2.451,131,107,Valid
370,173,2.332,127,79,Valid
370,621,2.578,125,117,Valid
371,117,2.743,120,172,Valid
371,621,2.855,117,179,Valid
372,125,2.885,125,157,Valid
372,613,2.761,120,168,Valid
373,125,2.629,117,152,Valid
373,637,2.555,117,123,Valid
374,133,2.352,120,101,Valid
374,638,2.256,120,140,Valid
375,126,2.357,120,151,Valid
375,622,2.377,120,120,Valid
376,118,2.41,119,138,Valid
376,630,2.283,120,112,Valid
377,94,2.322,127,120,Valid
377,582,2.576,117,157,Valid
378,86,2.565,127,132,Valid
378,582,2.426,120,117,Valid
379,78,2.316,119,94,Valid
379,558,2.443,120,146,Valid
380,94,2.253,119,120,Valid
380,582,2.146,120,96,Valid
381,54,2.319,120,133,Valid
381,566,2.405,119,144,Valid
382,70,2.474,117,132,Valid
382,558,2.449,125,129,Valid
383,38,2.408,122,126,Valid
383,535,2.337,127,100,Valid
383,991,2.436,127,122,Valid
384,471,2.464,125,139,Valid
384,959,2.532,119,109,Valid
387,31,1.958,,5,Valid
387,639,2.474,90,108,Valid
388,103,2.362,129,75,Valid
388,607,3.178,117,151,Valid
389,47,3.183,129,171,Valid
389,559,2.979,125,140,Valid
390,79,2.814,119,86,Valid
390,551,2.855,119,101,Valid
391,55,2.733,120,121,Valid
391,591,3.063,113,154,Valid
392,79,3.04,122,140,Valid
392,616,2.791,111,111,Valid
393,144,2.868,110,98,Valid
393,680,2.916,115,119,Valid
394,216,2.863,108,146,Valid
394,744,2.522,120,93,Valid
395,216,2.634,120,98,Valid
395,704,2.631,125,104,Valid
396,232,2.84,111,136,Valid
396,736,2.918,122,126,Valid
397,240,2.72,119,106,Valid
397,736,2.964,119,117,Valid
398,224,2.916,120,111,Valid
398,728,2.908,115,128,Valid
399,240,2.962,119,115,Valid
399,744,2.85,122,127,Valid
400,256,3.124,115,150,Valid
400,768,2.855,119,111,Valid
401,264,2.761,120,109,Valid
401,800,2.906,108,133,Valid
402,313,2.822,120,103,Valid
402,817,2.57,119,99,Valid
403,377,2.355,107,85,Valid
403,897,2.431,115,87,Valid
404,401,2.56,117,109,Valid
404,897,2.537,120,101,Valid
405,401,2.52,122,91,Valid
405,905,2.51,115,113,Valid
416,954,2.332,,118,Valid
417,482,2.311,122,82,Valid
417,946,2.619,120,109,Valid
418,450,2.525,120,125,Valid
418,938,2.591,120,133,Valid
419,426,2.804,122,125,Valid
419,922,2.824,119,122,Valid
420,427,2.962,125,113,Valid
420,923,2.779,115,110,Valid
421,419,3.109,120,174,Valid
421,923,2.794,120,113,Valid
422,419,2.969,119,136,Valid
422,963,3.421,117,153,Valid
423,475,3.175,115,132,Valid
424,3,3.343,111,127,Valid
424,515,3.188,117,128,Valid
425,11,3.228,120,135,Valid
425,539,3.299,115,119,Valid
426,51,3.297,119,127,Valid
426,579,2.949,111,99,Valid
427,67,3.185,120,113,Valid
427,587,3.221,120,121,Valid
428,91,2.972,117,107,Valid
428,587,2.995,119,112,Valid
429,91,3.089,119,114,Valid
429,596,3.155,115,142,Valid
430,108,3.145,120,115,Valid
430,612,3.137,120,113,Valid
431,76,3.132,120,135,Valid
431,564,3.068,131,139,Valid
432,28,2.939,127,137,Valid
432,508,3.208,122,140,Valid
432,988,3.216,120,138,Valid
433,484,3.129,127,122,Valid
433,972,3.063,119,141,Valid
434,484,3.167,119,127,Valid
434,988,3.073,119,138,Valid
435,476,3.195,119,138,Valid
435,980,3.254,122,123,Valid
436,492,3.269,119,131,Valid
436,980,2.847,127,118,Valid
437,484,2.642,119,67,Valid
437,932,2.906,125,142,Valid
438,445,2.817,120,104,Valid
438,933,2.911,119,120,Valid
439,413,2.626,131,117,Valid
439,933,2.624,111,106,Valid
440,421,2.807,122,118,Valid
440,925,2.924,119,118,Valid
441,429,2.974,117,168,Valid
441,941,2.936,117,135,Valid
442,461,2.842,119,122,Valid
442,949,2.873,120,118,Valid
443,453,2.771,120,102,Valid
443,933,2.802,120,111,Valid
444,421,2.68,129,123,Valid
444,925,2.718,115,116,Valid
445,413,2.817,120,120,Valid
445,909,2.883,119,144,Valid
446,413,2.842,125,117,Valid
446,901,2.769,120,122,Valid
447,389,2.84,119,122,Valid
447,885,2.781,127,102,Valid
448,398,2.954,113,129,Valid
448,886,2.916,122,110,Valid
449,398,2.934,120,115,Valid
449,870,2.873,122,129,Valid
450,374,2.723,125,131,Valid
450,902,2.347,125,53,Valid
451,326,2.362,117,87,Valid
451,822,2.289,129,77,Valid
452,294,2.337,125,99,Valid
452,798,2.131,125,86,Valid
453,278,2.172,120,116,Valid
453,790,1.974,127,61,Valid
454,246,2.431,119,91,Valid
454,742,2.657,120,122,Valid
455,238,2.631,120,139,Valid
455,750,2.527,120,110,Valid
456,222,2.499,127,87,Valid
456,718,2.761,115,136,Valid
457,223,2.583,125,95,Valid
457,687,2.456,125,121,Valid
458,199,2.266,125,106,Valid
458,679,2.471,117,110,Valid
459,167,2.72,125,110,Valid
459,655,2.842,119,143,Valid
460,151,2.611,129,104,Valid
460,647,2.591,117,99,Valid
461,127,2.624,125,109,Valid
461,607,2.54,122,109,Valid
462,87,2.408,131,96,Valid
462,575,2.322,119,94,Valid
463,47,2.443,127,96,Valid
463,535,2.482,119,120,Valid
464,23,2.715,122,124,Valid
464,519,2.746,122,141,Valid
464,999,2.799,125,114,Valid
465,503,2.786,120,109,Valid
466,23,2.494,117,85,Valid
466,504,2.487,119,107,Valid
467,0,2.619,119,109,Valid
467,488,2.385,131,86,Valid
468,456,2.423,60,105,Valid
468,944,2.189,127,89,Valid
469,424,2.263,122,85,Valid
469,912,2.375,120,97,Valid
470,416,2.314,117,110,Valid
470,912,1.953,138,54,Valid
471,360,2.207,119,82,Valid
471,800,2.212,133,109,Valid
472,304,2.103,131,70,Valid
472,768,2.052,120,102,Valid
483,313,3.183,,223,Valid
483,889,2.639,115,82,Valid
484,250,3.251,147,216,Valid
484,690,2.916,131,208,Valid
485,226,2.855,125,94,Valid
485,674,3.18,122,136,Valid
486,138,2.837,127,120,Valid
486,602,2.733,131,151,Valid
487,114,2.873,110,152,Valid
487,586,2.776,131,160,Valid
488,82,2.87,120,170,Valid
488,562,2.687,131,122,Valid
489,34,2.878,120,126,Valid
489,530,2.708,122,109,Valid
489,986,2.733,131,152,Valid
490,490,2.38,133,61,Valid
490,938,2.438,122,122,Valid
491,402,2.593,125,144,Valid
491,930,2.764,111,120,Valid
492,362,2.753,141,147,Valid
492,858,2.596,127,115,Valid
493,339,2.789,119,141,Valid
493,827,3.023,125,172,Valid
494,235,2.898,147,160,Valid
494,763,2.959,117,122,Valid
495,235,2.855,127,127,Valid
495,779,2.57,110,122,Valid
496,699,2.733,64,115,Valid
497,171,2.766,120,131,Valid
497,699,2.352,129,92,Valid
498,147,2.471,125,130,Valid
498,635,2.713,119,151,Valid
499,155,2.57,119,123,Valid
499,659,2.558,115,145,Valid
500,179,2.388,120,85,Valid
500,659,2.497,120,98,Valid
501,155,2.672,120,134,Valid
501,675,2.88,117,157,Valid
502,211,2.647,115,99,Valid
502,691,2.924,119,155,Valid
503,660,3.012,61,145,Valid
504,164,2.451,127,70,Valid
504,628,2.446,119,126,Valid
505,148,2.502,117,126,Valid
505,676,2.479,117,116,Valid
506,180,2.603,115,121,Valid
506,684,2.555,117,128,Valid
507,188,2.565,122,126,Valid
507,708,2.235,122,79,Valid
508,196,2.207,117,65,Valid
